N,P,K,temperature,humidity,ph,rainfall,season,label
69,42,48,13.5,58.9,7.0,54.4,Winter,wheat
66,50,35,24.8,68.7,5.9,117.2,Spring,maize
49,21,24,12.2,59.8,6.3,69.3,Winter,potato
63,47,32,17.7,58.9,6.3,137.0,Winter,apple
85,33,42,26.6,84.3,6.5,272.1,Summer,banana
77,33,51,25.1,86.1,6.4,228.5,Summer,banana
60,32,38,27.1,72.2,7.2,70.2,Summer,soybean
66,45,41,29.5,68.3,6.2,100.9,Spring,papaya
84,25,39,31.2,76.5,6.0,156.4,Spring,papaya
87,49,37,29.9,74.2,6.0,251.6,Summer,rice
79,34,41,21.1,63.6,5.9,136.2,Spring,maize
76,34,34,23.4,74.7,6.4,106.6,Spring,maize
52,26,28,12.1,61.9,6.6,50.5,Winter,onion
79,44,51,24.2,73.9,6.2,210.7,Summer,banana
46,25,28,28.2,54.1,6.3,136.2,Spring,tomato
65,37,26,29.4,70.0,6.1,62.1,Spring,tomato
65,45,40,26.5,56.7,6.6,92.3,Spring,maize
69,25,44,14.5,57.9,5.7,103.1,Winter,orange
90,39,45,26.1,76.9,6.7,169.2,Summer,banana
68,59,36,13.1,63.1,7.4,55.5,Winter,wheat
94,43,35,30.2,82.2,5.9,243.4,Summer,rice
60,57,48,15.9,69.8,6.1,135.9,Winter,wheat
67,33,41,31.3,68.6,7.3,152.0,Summer,soybean
52,32,36,13.8,65.4,6.8,94.8,Winter,apple
97,37,41,23.8,74.6,7.0,264.6,Summer,rice
55,36,33,23.9,47.1,6.6,52.2,Winter,grapes
47,28,32,16.4,58.7,5.8,119.0,Winter,grapes
83,31,33,27.6,81.9,6.1,219.8,Summer,mango
67,30,40,18.7,65.0,7.0,116.8,Winter,orange
94,33,53,32.1,87.1,6.7,201.7,Summer,banana
43,36,40,31.8,64.7,7.1,117.9,Autumn,cotton
44,16,22,10.0,46.1,6.9,71.5,Winter,onion
99,32,42,24.5,72.5,6.7,240.9,Summer,banana
56,37,21,22.3,48.4,6.4,47.6,Winter,grapes
74,44,35,21.9,68.5,6.2,130.6,Spring,maize
56,18,17,12.1,47.0,6.8,65.0,Winter,onion
72,25,34,35.0,60.2,7.4,135.8,Summer,mango
82,37,59,25.2,80.6,6.6,284.0,Summer,banana
37,26,34,19.0,48.2,6.0,55.7,Winter,carrot
54,27,15,11.7,49.0,6.2,49.7,Winter,carrot
50,21,32,14.8,47.4,7.0,81.8,Winter,grapes
71,41,35,26.1,62.8,6.9,97.5,Spring,maize
84,32,41,25.4,67.4,6.2,137.7,Spring,maize
67,31,34,32.8,70.7,6.3,123.9,Summer,mango
81,35,44,26.5,74.5,7.0,127.8,Summer,soybean
78,37,38,32.4,76.3,6.3,118.5,Summer,soybean
46,29,28,22.7,49.6,7.4,42.7,Winter,grapes
61,43,31,19.9,52.6,5.7,126.0,Winter,orange
57,40,37,26.5,62.6,6.9,57.4,Autumn,cotton
46,25,31,18.0,61.7,6.6,89.2,Winter,onion
65,57,31,11.2,62.2,7.5,78.0,Winter,wheat
47,33,27,13.4,45.9,6.5,49.5,Winter,carrot
65,40,45,14.3,70.6,6.4,62.1,Winter,wheat
90,36,49,28.9,90.0,5.9,262.5,Summer,banana
66,20,37,25.4,54.9,6.4,134.7,Spring,tomato
57,22,27,14.0,58.6,6.1,72.3,Winter,potato
47,30,26,12.4,45.4,6.0,79.9,Winter,carrot
37,29,19,16.6,60.9,6.6,45.6,Winter,onion
45,29,18,14.1,52.1,5.8,49.7,Winter,carrot
59,34,31,18.3,62.4,5.6,81.9,Spring,tomato
98,44,60,31.8,76.7,6.5,278.7,Summer,banana
49,39,40,18.8,59.6,7.4,56.1,Winter,grapes
72,41,54,32.9,72.1,6.1,282.5,Summer,banana
85,42,42,34.1,78.6,6.8,157.3,Summer,mango
46,24,26,15.7,58.9,6.3,43.9,Winter,carrot
59,27,32,15.6,64.6,6.0,57.4,Winter,grapes
48,34,34,25.7,46.1,7.1,104.1,Autumn,cotton
49,30,28,16.8,52.6,6.8,69.1,Winter,onion
83,34,47,27.9,71.8,6.7,194.5,Summer,mango
79,26,37,26.3,61.2,6.8,127.8,Spring,papaya
40,22,20,9.8,63.0,6.1,100.0,Winter,potato
55,34,23,15.2,66.1,6.1,92.4,Winter,potato
76,26,31,32.1,68.9,5.6,97.5,Spring,papaya
40,31,23,11.5,62.1,5.5,95.7,Winter,potato
48,24,25,23.4,66.7,6.1,87.2,Spring,tomato
85,33,36,21.2,57.5,5.6,141.4,Spring,maize
60,44,32,24.0,70.7,7.0,82.4,Spring,maize
51,59,33,21.1,53.4,6.5,132.6,Winter,wheat
56,38,40,24.7,46.4,6.8,107.5,Autumn,cotton
50,37,30,18.6,48.9,6.4,49.0,Winter,grapes
60,31,32,13.7,50.0,6.6,94.4,Winter,potato
45,27,27,29.0,60.2,5.5,129.3,Spring,tomato
100,42,49,34.2,71.1,5.6,225.9,Summer,banana
57,53,43,21.5,56.6,7.4,88.1,Winter,wheat
99,45,56,28.4,88.1,5.6,237.2,Summer,banana
42,19,34,12.1,57.1,6.7,51.1,Winter,carrot
83,49,36,28.0,83.5,6.3,286.3,Summer,rice
67,32,45,15.1,69.2,6.5,73.5,Winter,apple
55,27,33,14.3,54.6,6.1,55.1,Winter,carrot
77,33,36,21.1,71.6,5.5,80.7,Spring,maize
90,37,47,26.3,72.1,6.2,269.1,Summer,banana
57,23,40,18.6,67.4,7.4,77.9,Winter,grapes
100,47,59,26.5,86.5,6.0,250.2,Summer,banana
90,55,35,27.0,74.1,6.9,228.6,Summer,rice
64,30,35,7.7,60.7,6.5,137.6,Winter,apple
45,34,34,13.4,67.8,6.2,66.5,Winter,potato
54,22,24,20.6,63.8,6.8,87.1,Winter,onion
50,22,25,24.2,66.4,6.4,90.0,Spring,tomato
54,38,34,28.4,55.4,5.6,80.4,Spring,tomato
62,32,37,28.2,61.3,5.8,125.7,Spring,papaya
75,46,46,24.9,71.5,6.2,268.0,Summer,banana
69,35,34,35.8,66.7,7.1,158.2,Summer,mango
63,55,47,12.6,70.1,6.1,122.3,Winter,wheat
67,37,29,31.2,78.7,7.5,90.4,Summer,soybean
76,41,25,31.0,68.2,7.0,86.2,Spring,papaya
99,42,47,30.4,71.4,6.6,299.5,Summer,banana
58,53,49,17.8,53.6,7.0,111.5,Winter,wheat
52,18,32,8.9,56.0,6.7,74.2,Winter,carrot
48,33,26,11.5,48.6,5.6,85.1,Winter,potato
65,27,36,31.7,83.4,5.7,106.3,Summer,mango
60,23,32,10.4,45.3,6.2,46.2,Winter,carrot
45,20,22,29.5,61.4,6.9,92.4,Spring,tomato
51,40,43,21.1,61.7,5.9,123.3,Winter,orange
96,53,39,29.2,71.9,5.6,288.4,Summer,rice
39,24,33,14.9,45.4,6.9,45.6,Winter,onion
93,31,58,34.6,73.4,6.1,159.5,Summer,banana
66,36,25,15.2,61.1,6.2,141.3,Winter,apple
36,21,15,19.3,58.9,6.5,91.2,Winter,onion
69,40,34,9.2,69.1,6.2,88.0,Winter,apple
60,39,33,31.4,60.0,6.0,91.8,Summer,mango
83,50,37,24.2,87.7,6.0,237.5,Summer,rice
65,38,36,13.8,45.9,6.7,97.1,Winter,grapes
41,28,22,17.8,57.5,6.3,43.4,Winter,potato
73,49,43,23.4,59.8,6.3,118.1,Spring,maize
62,36,33,24.5,75.6,5.8,136.9,Spring,papaya
58,29,36,12.1,66.0,6.1,155.9,Winter,orange
43,27,29,19.6,59.2,5.7,67.3,Winter,potato
80,39,43,21.8,88.3,6.1,199.0,Summer,rice
47,17,23,15.8,56.6,5.6,70.2,Winter,onion
47,32,17,19.7,48.5,6.6,74.8,Winter,onion
46,23,27,19.6,56.7,6.6,135.2,Spring,tomato
80,25,38,28.1,66.2,5.8,82.5,Summer,mango
58,25,30,11.8,46.6,5.8,52.8,Winter,carrot
68,27,26,13.8,54.1,5.9,85.5,Winter,grapes
61,48,44,17.8,56.4,6.8,106.5,Winter,wheat
58,59,47,21.1,51.6,6.3,138.1,Winter,wheat
49,25,29,21.7,57.7,6.8,73.9,Winter,grapes
63,42,35,24.3,74.3,5.7,118.8,Spring,papaya
61,23,33,29.1,50.7,5.7,75.3,Autumn,cotton
78,51,47,14.5,73.8,6.0,147.1,Winter,wheat
94,41,44,27.6,70.3,6.9,216.7,Summer,banana
43,19,25,17.6,55.8,5.5,57.8,Winter,carrot
88,34,43,18.8,56.3,6.7,108.0,Spring,maize
81,25,39,26.5,69.1,6.5,127.2,Summer,mango
47,23,29,22.0,71.1,5.8,105.5,Spring,tomato
46,22,27,15.3,69.0,6.6,58.9,Winter,grapes
52,42,32,20.5,50.2,6.8,74.1,Winter,wheat
69,23,39,26.6,67.4,6.4,62.8,Autumn,cotton
53,40,39,12.0,57.8,7.2,118.6,Winter,grapes
67,41,39,18.2,63.4,6.2,148.0,Spring,maize
60,36,30,12.4,69.9,7.0,114.6,Winter,apple
55,29,36,12.4,56.6,6.7,69.2,Winter,orange
68,36,37,34.4,82.8,6.7,126.8,Summer,mango
59,45,35,17.9,54.2,7.3,124.4,Winter,wheat
44,30,17,14.3,67.0,6.0,65.9,Winter,onion
62,49,40,20.0,61.8,6.6,131.7,Winter,wheat
62,35,42,23.6,71.8,6.4,135.3,Spring,papaya
70,40,22,33.4,66.3,7.5,64.6,Autumn,cotton
66,23,24,27.5,53.6,7.1,93.1,Autumn,cotton
59,23,31,19.3,52.8,5.8,118.7,Winter,grapes
51,32,30,5.5,53.5,6.9,70.2,Winter,apple
82,44,43,27.0,71.1,7.0,108.7,Spring,papaya
39,19,23,14.4,50.5,6.1,58.7,Winter,onion
84,29,37,30.3,69.3,6.2,246.3,Summer,mango
52,27,21,10.8,47.2,6.9,80.5,Winter,carrot
41,32,18,21.4,58.9,7.0,41.8,Winter,onion
57,27,38,25.5,66.7,6.3,135.8,Spring,tomato
63,31,44,28.4,80.0,7.2,78.5,Summer,soybean
88,53,38,27.1,81.6,6.9,203.2,Summer,rice
41,33,25,10.3,61.1,6.2,42.9,Winter,carrot
68,39,30,19.9,59.2,5.6,106.2,Winter,grapes
70,25,36,29.9,62.3,5.9,233.1,Summer,mango
83,44,42,25.7,67.0,7.1,129.1,Summer,mango
59,25,25,28.1,64.9,6.9,113.3,Autumn,cotton
49,24,28,26.5,49.2,6.5,101.3,Autumn,cotton
60,28,35,19.0,56.6,6.0,100.8,Winter,orange
80,53,40,24.0,79.3,5.9,238.2,Summer,rice
43,16,28,18.6,53.6,6.3,42.7,Winter,carrot
56,26,35,13.6,63.6,5.7,75.7,Winter,onion
53,27,31,16.2,56.9,6.4,50.9,Winter,carrot
83,34,45,26.7,65.7,7.1,116.6,Summer,mango
77,45,38,23.6,72.9,6.4,169.1,Spring,maize
64,28,37,29.9,50.1,6.5,83.7,Spring,tomato
64,45,41,24.8,78.3,6.5,97.6,Summer,soybean
50,23,22,19.1,57.2,6.2,97.0,Winter,grapes
62,31,21,13.3,68.2,7.5,60.3,Winter,grapes
82,31,43,29.5,65.5,7.1,176.5,Summer,soybean
59,26,35,20.6,57.2,6.7,114.6,Winter,orange
74,29,37,25.4,68.6,6.2,175.7,Summer,soybean
69,44,27,24.9,70.9,6.7,122.8,Summer,soybean
53,32,29,12.5,46.0,7.1,95.1,Winter,grapes
75,39,28,31.1,70.4,6.1,147.9,Summer,soybean
68,32,34,24.4,72.0,5.7,127.1,Spring,papaya
90,50,50,34.9,73.4,6.7,248.2,Summer,banana
60,59,46,17.2,59.3,6.5,56.1,Winter,wheat
35,24,29,19.2,65.1,6.1,79.2,Winter,onion
57,57,42,17.8,72.2,6.8,66.6,Winter,wheat
90,29,41,35.1,83.9,6.2,156.7,Summer,mango
74,38,28,10.2,53.2,6.2,77.3,Winter,orange
88,36,48,21.7,77.3,6.7,217.9,Summer,rice
70,43,33,16.4,62.5,6.5,149.9,Winter,apple
78,26,28,26.7,82.2,6.9,158.2,Spring,papaya
52,41,31,14.0,66.3,5.8,144.5,Winter,orange
41,37,26,27.0,54.7,6.2,93.5,Autumn,cotton
58,38,32,27.1,50.1,5.8,92.1,Autumn,cotton
77,42,35,25.4,60.5,6.6,122.4,Spring,papaya
82,56,39,27.8,80.2,5.9,265.0,Summer,rice
63,44,43,29.3,75.2,6.9,245.7,Summer,mango
86,58,45,30.5,82.2,6.7,235.8,Summer,rice
79,33,27,22.9,73.2,6.3,130.0,Summer,soybean
54,27,27,26.0,63.7,6.8,117.4,Spring,tomato
43,35,26,19.3,45.8,6.3,79.6,Winter,onion
45,21,39,27.8,72.1,5.8,59.8,Spring,tomato
88,41,43,28.8,77.0,6.3,294.5,Summer,rice
59,45,41,18.2,51.7,6.4,101.5,Winter,wheat
51,28,24,10.8,53.4,5.6,47.3,Winter,carrot
60,25,21,23.4,60.3,6.9,89.1,Winter,grapes
49,25,33,18.1,55.8,5.7,87.6,Winter,potato
72,34,34,12.9,52.5,5.6,71.0,Winter,orange
84,38,47,21.7,84.3,5.5,182.7,Summer,rice
67,37,24,19.0,66.3,6.0,77.5,Spring,tomato
48,30,24,17.1,56.9,5.5,72.9,Winter,potato
53,29,45,10.6,50.6,6.5,140.1,Winter,orange
95,43,40,24.4,89.7,5.8,273.2,Summer,rice
62,40,28,22.7,56.0,6.0,137.9,Summer,soybean
68,40,50,18.5,54.4,6.4,149.6,Winter,wheat
56,28,37,34.3,55.4,5.9,114.3,Autumn,cotton
78,32,44,28.9,79.6,6.2,163.0,Summer,soybean
60,30,29,16.9,58.1,6.1,56.1,Winter,apple
47,35,28,21.9,72.9,5.8,117.5,Spring,tomato
62,51,42,14.8,55.8,7.3,97.8,Winter,wheat
70,43,43,18.5,61.4,7.3,116.9,Winter,wheat
40,27,29,17.5,58.9,5.6,90.8,Winter,onion
50,52,39,19.7,59.3,7.4,149.4,Winter,wheat
80,37,45,24.8,71.1,6.2,298.5,Summer,rice
57,20,36,22.5,64.4,6.3,96.5,Spring,tomato
76,46,45,16.4,59.3,6.7,121.6,Winter,wheat
51,33,21,16.0,45.8,5.7,81.4,Winter,onion
61,49,36,12.7,52.2,6.5,110.7,Winter,apple
69,33,23,14.9,45.9,6.5,101.2,Winter,grapes
81,47,51,30.2,72.2,6.0,273.1,Summer,banana
41,25,31,26.2,52.3,6.6,110.4,Autumn,cotton
82,37,37,35.8,69.0,6.0,247.9,Summer,mango
50,35,40,29.5,66.4,6.3,60.5,Autumn,cotton
55,35,24,10.7,45.7,6.7,63.5,Winter,carrot
45,38,36,32.9,66.2,7.2,99.4,Autumn,cotton
71,33,32,13.9,47.6,6.5,79.1,Winter,apple
87,43,39,22.2,58.2,6.7,99.4,Spring,maize
78,44,39,22.2,58.7,7.0,99.0,Summer,soybean
86,35,58,33.1,72.0,6.8,236.4,Summer,banana
51,31,20,10.3,61.8,6.6,98.8,Winter,onion
90,47,39,23.8,77.6,5.5,294.0,Summer,rice
81,48,48,29.0,89.2,5.6,237.7,Summer,banana
56,34,18,17.9,47.5,6.8,52.5,Winter,onion
61,38,28,30.7,56.8,6.5,92.1,Autumn,cotton
74,37,27,19.8,52.8,6.1,117.1,Winter,apple
63,40,25,18.2,51.1,5.9,80.2,Spring,tomato
67,33,27,33.7,59.3,7.3,116.4,Autumn,cotton
57,39,37,20.2,63.2,6.8,40.3,Winter,grapes
70,32,41,27.8,88.9,6.8,194.8,Summer,banana
84,46,36,31.3,72.2,6.4,212.6,Summer,rice
82,34,43,31.8,76.5,6.3,227.4,Summer,mango
45,25,19,14.5,69.4,6.6,72.8,Winter,onion
63,27,39,30.8,61.1,6.9,91.9,Autumn,cotton
64,29,28,30.1,62.6,5.7,54.9,Autumn,cotton
85,40,33,27.2,76.0,6.1,87.9,Summer,soybean
53,34,33,21.5,50.4,5.8,80.5,Winter,onion
56,31,19,13.3,49.5,5.5,56.2,Winter,onion
83,41,27,26.2,61.1,7.0,137.3,Summer,soybean
73,46,36,22.9,65.3,5.8,133.2,Spring,maize
68,24,28,28.7,70.5,6.7,139.2,Spring,tomato
73,28,32,19.9,55.4,5.6,71.8,Winter,orange
51,33,38,8.1,50.7,6.4,129.2,Winter,apple
90,40,58,30.3,70.3,6.2,183.4,Summer,banana
48,30,38,22.3,58.2,7.5,41.0,Winter,grapes
64,39,27,28.0,74.5,6.4,166.1,Spring,papaya
80,41,44,32.2,77.3,7.5,109.3,Summer,soybean
38,33,24,15.9,54.1,6.9,75.7,Winter,carrot
83,32,57,32.8,75.3,6.2,151.6,Summer,banana
74,27,33,28.0,61.2,6.0,160.0,Summer,mango
62,43,41,24.7,66.8,6.2,82.0,Summer,soybean
66,33,20,15.9,53.8,7.3,56.7,Winter,grapes
91,46,48,20.3,88.2,6.4,209.2,Summer,rice
90,35,36,22.5,74.7,6.8,285.6,Summer,rice
39,35,28,15.4,61.5,5.9,89.4,Winter,onion
47,26,38,13.0,56.9,7.4,53.3,Winter,grapes
66,26,35,26.8,66.1,6.1,102.4,Summer,soybean
56,29,36,19.5,50.3,7.0,156.4,Winter,orange
50,29,25,29.5,52.4,6.5,63.0,Spring,tomato
62,26,25,19.0,63.0,6.1,89.3,Winter,orange
41,32,27,25.8,51.8,6.3,101.4,Autumn,cotton
85,46,43,27.2,89.2,5.7,242.6,Summer,rice
75,33,41,24.4,64.8,5.5,247.8,Summer,mango
68,30,25,18.9,64.6,6.4,97.2,Winter,grapes
72,54,44,16.4,71.7,6.5,96.1,Winter,wheat
42,27,31,14.9,67.0,5.7,71.3,Winter,potato
52,39,29,32.3,56.0,6.6,107.9,Autumn,cotton
51,20,29,14.2,51.9,7.3,101.5,Winter,grapes
60,40,34,21.3,69.4,6.6,74.7,Winter,wheat
60,27,32,16.8,55.6,6.6,63.2,Winter,potato
69,33,25,19.2,47.2,7.5,107.5,Winter,grapes
68,35,41,33.6,83.2,6.4,149.1,Spring,papaya
77,33,42,25.1,77.2,6.2,241.9,Summer,banana
83,50,58,25.8,87.2,6.7,162.6,Summer,banana
53,24,38,20.1,69.2,5.7,82.8,Spring,tomato
57,30,26,21.6,66.7,6.4,110.7,Spring,tomato
87,43,39,30.6,73.2,7.0,264.3,Summer,rice
65,44,30,20.1,74.7,7.1,69.2,Winter,wheat
58,47,34,18.2,63.5,5.6,56.1,Winter,apple
52,31,37,10.1,50.7,6.4,69.2,Winter,orange
67,41,26,26.4,78.2,6.8,119.7,Spring,papaya
63,26,29,14.1,45.2,7.5,93.9,Winter,grapes
42,24,29,15.0,54.6,6.8,69.7,Winter,potato
80,46,44,18.3,65.1,6.5,126.6,Winter,apple
65,40,35,29.6,71.1,5.7,117.1,Summer,mango
46,30,24,28.4,69.5,6.3,96.3,Spring,tomato
82,42,33,20.3,68.2,5.5,135.3,Spring,maize
92,50,51,29.2,80.8,6.3,279.0,Summer,banana
63,33,27,33.0,77.0,6.6,110.7,Summer,soybean
51,37,35,21.5,57.5,6.8,118.0,Winter,orange
80,25,41,27.5,65.0,5.7,116.7,Spring,papaya
49,24,21,12.8,47.9,6.4,68.0,Winter,potato
70,29,38,29.0,75.9,6.6,136.2,Summer,mango
68,54,40,16.1,51.8,6.8,148.8,Winter,wheat
81,43,42,32.5,78.4,6.4,85.9,Summer,soybean
45,35,33,8.8,57.5,5.7,79.9,Winter,potato
94,57,45,22.5,85.9,6.2,262.1,Summer,rice
52,23,22,15.6,45.9,5.6,68.6,Winter,carrot
92,56,47,31.8,71.5,6.5,196.5,Summer,rice
85,42,47,21.1,81.1,6.6,249.6,Summer,rice
50,28,31,21.4,60.8,6.6,105.4,Spring,tomato
59,43,33,15.9,52.9,6.1,114.5,Winter,orange
76,49,54,25.8,70.6,5.7,197.9,Summer,banana
58,26,34,13.0,65.8,6.0,71.4,Winter,potato
74,37,40,33.3,75.3,7.4,84.6,Summer,soybean
58,29,33,14.8,51.5,6.0,73.0,Winter,potato
45,25,27,17.3,61.8,5.6,88.6,Winter,carrot
73,33,59,30.2,89.9,6.1,288.9,Summer,banana
62,33,27,9.1,51.3,6.2,116.9,Winter,apple
53,34,39,19.2,53.9,6.2,84.6,Winter,orange
77,60,31,17.6,58.5,6.2,122.8,Winter,wheat
60,39,21,31.1,52.3,5.9,107.9,Autumn,cotton
80,25,40,30.0,82.1,6.6,117.1,Spring,papaya
36,16,35,9.4,60.8,6.4,69.5,Winter,carrot
63,28,41,24.4,65.7,7.3,232.1,Summer,mango
84,32,58,29.1,86.0,5.9,278.6,Summer,banana
45,39,28,14.4,59.2,7.4,79.6,Winter,grapes
97,35,55,24.7,85.1,6.9,165.1,Summer,banana
80,49,39,20.6,59.1,6.2,106.5,Spring,maize
59,31,21,22.0,52.9,6.3,120.5,Spring,tomato
67,37,41,30.5,64.2,6.2,115.3,Summer,soybean
50,29,16,10.5,63.6,6.8,75.8,Winter,carrot
55,39,22,13.6,53.9,7.2,46.4,Winter,grapes
63,43,31,25.3,68.0,6.5,130.6,Spring,maize
49,40,24,19.2,68.4,6.8,108.3,Spring,tomato
43,35,22,12.8,46.3,6.1,65.9,Winter,potato
82,43,39,20.3,86.8,6.5,275.1,Summer,rice
85,39,45,22.0,60.1,5.6,113.2,Spring,maize
70,35,30,26.3,73.9,6.1,123.0,Summer,soybean
80,35,41,28.2,71.5,7.0,250.3,Summer,banana
63,37,43,8.4,57.3,6.9,144.4,Winter,apple
57,37,21,21.6,47.2,6.4,83.0,Winter,grapes
62,25,26,20.1,58.6,5.9,60.2,Spring,tomato
99,42,50,26.1,85.1,6.2,276.7,Summer,rice
56,19,22,18.2,49.6,6.8,45.3,Winter,onion
94,46,43,30.4,86.9,6.3,275.8,Summer,banana
63,53,30,13.8,57.0,7.1,120.7,Winter,wheat
68,31,36,28.6,53.1,7.5,83.4,Autumn,cotton
88,41,41,28.0,72.1,6.2,163.6,Spring,maize
38,23,29,11.5,49.8,5.6,48.9,Winter,onion
78,33,33,33.8,62.3,7.1,239.9,Summer,mango
65,35,33,23.3,49.5,6.6,91.3,Winter,grapes
63,58,30,15.3,54.6,6.3,83.3,Winter,wheat
40,32,33,17.4,46.3,6.2,61.8,Winter,potato
57,41,33,19.5,59.0,6.5,144.2,Winter,orange
66,32,34,26.8,75.9,6.3,97.3,Summer,mango
73,50,50,32.2,81.0,6.6,182.4,Summer,banana
97,34,47,25.5,73.2,6.6,254.7,Summer,banana
68,29,37,15.2,63.3,6.7,107.6,Winter,orange
67,45,35,33.9,61.9,6.9,115.2,Summer,soybean
83,41,39,32.8,73.9,6.4,209.6,Summer,mango
53,39,30,14.3,53.9,6.2,104.1,Winter,orange
98,45,52,32.2,77.4,5.6,242.0,Summer,banana
54,25,30,30.3,69.7,7.0,103.4,Autumn,cotton
51,48,27,12.0,55.9,6.1,132.4,Winter,apple
83,28,28,32.4,81.5,7.0,160.2,Spring,papaya
43,26,28,11.2,67.2,5.7,44.2,Winter,onion
46,37,36,21.2,71.7,6.1,93.9,Spring,tomato
90,36,44,28.3,81.6,5.7,115.8,Summer,mango
61,40,47,27.0,71.4,6.8,140.1,Summer,mango
56,41,25,14.1,59.5,6.0,69.3,Winter,apple
49,30,34,10.5,64.1,6.0,78.8,Winter,potato
43,25,26,19.2,57.5,5.9,52.6,Winter,carrot
50,37,33,13.2,69.2,5.6,74.2,Winter,apple
79,47,41,19.1,67.2,6.2,84.8,Spring,maize
45,34,23,12.5,54.1,6.3,67.9,Winter,potato
44,27,19,19.6,57.4,6.8,52.7,Winter,onion
73,36,37,33.4,74.4,5.6,152.5,Spring,papaya
66,30,47,28.6,72.1,6.1,172.0,Summer,mango
55,31,22,18.8,55.8,6.6,62.8,Winter,potato
55,24,26,18.9,54.0,6.5,117.1,Spring,tomato
71,34,44,11.8,65.5,6.8,115.5,Winter,orange
68,34,37,25.6,45.7,5.9,64.6,Autumn,cotton
57,29,21,30.4,66.5,6.9,107.0,Autumn,cotton
89,42,43,25.7,73.3,6.7,88.3,Spring,maize
53,35,24,18.7,62.3,6.9,118.1,Spring,tomato
93,42,47,21.4,75.9,6.6,247.9,Summer,rice
47,25,31,32.2,56.6,7.2,103.5,Autumn,cotton
63,44,27,27.6,58.4,6.9,74.5,Summer,soybean
56,37,36,15.7,66.9,6.6,51.9,Winter,grapes
88,42,45,27.6,74.5,6.9,287.5,Summer,rice
59,29,30,11.0,52.6,5.9,55.5,Winter,onion
44,38,22,31.7,61.2,6.9,79.0,Autumn,cotton
61,34,40,28.7,79.0,7.5,197.3,Summer,mango
77,39,44,19.8,65.5,6.8,57.9,Winter,apple
97,58,38,23.5,71.4,6.3,236.3,Summer,rice
64,31,26,28.5,64.4,6.7,151.8,Summer,soybean
80,45,59,26.5,86.9,6.2,292.4,Summer,banana
80,42,42,13.0,49.1,6.9,137.9,Winter,apple
82,34,45,31.2,68.6,7.1,219.4,Summer,mango
55,22,38,19.0,48.6,6.4,58.7,Winter,grapes
43,25,19,11.1,53.0,5.9,75.4,Winter,onion
88,40,39,23.3,70.9,6.3,226.9,Summer,rice
54,38,43,18.7,66.4,6.3,145.0,Winter,apple
62,39,32,23.7,59.6,6.8,86.9,Summer,soybean
60,44,35,25.4,69.5,7.1,163.4,Summer,soybean
88,40,46,31.6,84.1,6.0,218.9,Summer,rice
61,30,39,12.6,62.5,6.6,119.1,Winter,apple
61,21,33,24.8,52.7,6.4,62.0,Spring,tomato
64,49,42,18.2,50.7,7.2,96.7,Winter,wheat
73,44,38,29.0,64.8,6.3,86.4,Spring,papaya
75,35,36,25.2,65.6,5.9,83.4,Spring,papaya
57,22,29,17.8,46.1,5.6,51.6,Winter,potato
72,33,44,25.9,73.2,7.2,171.9,Summer,soybean
61,22,25,21.6,58.4,5.7,52.5,Winter,grapes
67,29,28,20.3,67.5,6.1,51.5,Winter,grapes
74,43,33,20.9,73.5,5.6,86.5,Winter,orange
46,22,20,21.0,72.0,5.5,54.0,Spring,tomato
35,25,23,21.1,52.6,6.7,42.8,Winter,onion
48,29,30,9.3,59.2,6.4,40.9,Winter,carrot
56,58,38,15.1,74.1,7.2,55.1,Winter,wheat
44,18,32,21.0,68.4,5.9,70.9,Winter,onion
83,28,33,24.3,82.8,6.8,148.3,Summer,mango
57,33,35,19.2,55.9,6.0,73.3,Winter,carrot
63,34,40,10.1,74.9,5.9,151.4,Winter,orange
71,36,33,25.2,63.8,6.8,70.6,Spring,maize
52,30,29,16.2,65.4,5.9,128.4,Winter,apple
86,40,41,28.0,89.5,6.3,239.0,Summer,rice
80,35,37,26.8,71.2,6.4,71.9,Summer,soybean
67,30,34,31.4,69.8,7.5,178.6,Summer,soybean
70,42,32,18.6,68.4,6.5,81.7,Winter,wheat
77,38,28,19.8,64.2,5.7,119.5,Winter,apple
37,25,17,8.6,55.6,5.8,52.7,Winter,carrot
50,49,35,11.2,72.1,6.8,138.2,Winter,wheat
80,46,42,24.0,87.4,5.7,268.2,Summer,rice
63,52,48,11.7,54.2,7.2,134.1,Winter,wheat
53,50,43,17.9,53.4,6.4,102.0,Winter,apple
59,27,36,20.2,64.4,7.5,42.0,Winter,grapes
82,28,31,33.1,68.0,5.8,86.4,Spring,papaya
58,36,20,17.7,68.6,6.0,45.3,Winter,grapes
72,43,42,18.4,52.0,6.2,148.2,Winter,orange
74,34,38,20.3,68.3,5.6,167.9,Spring,maize
80,40,36,18.5,70.3,5.6,99.3,Spring,maize
59,32,22,15.8,52.4,6.2,70.7,Winter,carrot
61,39,32,14.6,50.9,5.8,66.8,Winter,orange
44,18,17,10.4,60.3,6.5,44.5,Winter,onion
54,37,32,25.3,57.6,5.8,50.2,Autumn,cotton
56,30,25,14.5,48.6,5.8,46.9,Winter,onion
56,29,15,15.2,52.7,6.5,58.7,Winter,carrot
73,30,31,24.9,71.4,6.0,114.9,Spring,papaya
55,25,40,13.6,62.9,5.8,72.4,Winter,orange
75,45,40,22.7,73.8,6.6,128.3,Spring,papaya
55,32,25,14.2,59.3,5.9,77.4,Winter,onion
